id,split,MSA,EGY,EGY Translation
4795,corpus-6-test-corpus-26-test,دعني أنام حتى التاسعة .,خليني انام لحد تسعة .,أنا ايه.
4801,corpus-6-test-corpus-26-train,يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟,لازم اسافر على طيارة ايه دبليو واحد زيرو زيرو . ينفع؟,أنا بحاجة لعربة صفر. ايه ايه؟
4813,corpus-6-test-corpus-26-train,كيف حال اللعب معك هذه الأيام ؟,اخبار لعبتك ايه الايام ديه؟,كيف لعب معك هذه الأيام؟
4814,corpus-6-test-corpus-26-dev,أشعر بضيق في الصدر .,صدري طابق عليا .,أنا يشعر بسرعة في الصدر.
4826,corpus-6-test-corpus-26-train,لا توجد مشكلة . إذا حضرت في الخامس من سبتمبر ، فسيكون بإمكانك الاستمتاع بعرض فيلم علمي لأن عندنا يوماً خاصاً مفتوحاً أول يوم جمعة من كل شهر .,مافيش مشكلة . لو انت جيت في خمسة مارس، حتستمتع بالفرجة على فيلم علمي لأننا بيكون عندنا يوم مفتوح في اول جمعة من كل شهر .,أنا مشكلة. أنا يمكن عرض فيلم علمي.
4828,corpus-6-test-corpus-26-train,هل لديكم أية جولة سياحية أخرى ؟,عندك رحلة تانية؟,ايه ايه ايه ايه؟
4836,corpus-6-test-corpus-26-train,حسنا . خصم خمسة في المائة . هل يوافقك لك ؟,حاضر، ادي خمسة في الميه خصم . كده كويس؟,حسنا. خصم خمسة في المائة. أنا يوافق
4845,corpus-6-test-corpus-26-train,إنني ذاهب إلى باريس .,انا رايح باريس .,أنا ذاهب إلى باريس.
4848,corpus-6-test-corpus-26-train,إنها ليست أحدث طراز ، أليس كذلك ؟,ده مش اخر نموذج، مش كده؟,ايه ايه ايه ايه ايه؟
4857,corpus-6-test-corpus-26-train,موعده المقرر هو الثامنة والنصف مساءْ بالتوقيت المحلي .,متسجلة في جدول المواعيد عالساعة تمانية و نص بلليل بالتوقيت المحلي .,ايه ايه ايه ايه ايه ايه ايه ايه ايه 
4889,corpus-6-test-corpus-26-train,"أظهر هذا المبنى معنا , من فضلك .",شاركنا في المشروع ده، من فضلك .,يظهر هذا المبنى معنا، من فضلك.
4894,corpus-6-test-corpus-26-train,حسناً . أريد سلطانية من الحجم المتوسط ، وكرات الأرز .,اوكي . حاخد طبق رز وسط .,حسن. أنا سلطانية من الحجم المتوسط، و رات الأرز
4901,corpus-6-test-corpus-26-train,كيف يبدو هذا ؟,ايه رأيك في شكله؟,ايه يبدو؟
4924,corpus-6-test-corpus-26-train,أريد أن أرى ذاك الذي في نافذة العرض ، من فضلك .,عايز اشوف ده في الشباك، من فضلك .,أنا تريدين ايه ايه ايه.
4945,corpus-6-test-corpus-26-train,مستحيل . نحن في إجازة . إنني أرفض الجلوس في غرفة بالفندق ومشاهدة البيسبول في التلفاز . أريد الذهاب لمشاهدة مسرحية .,لايمكن . احنا في اجازة . ارفض اني افضل في اوضه فندق و اتفرج عالبيسبول في التليفزيون . انا عايز اخرج اتفرج على مسرحية .,. أنا على فندق. أنا أنا على فندق 
4957,corpus-6-test-corpus-26-train,هل بإمكاني اللمس ؟,ممكن المسه؟,ايه مكاني اللمس؟
4974,corpus-6-test-corpus-26-train,أيمكنك الحضور إلى هنا لإصلاحه ؟,ممكن تيجي هنا علشان نصلحه؟,أنت يمكن حضوره هنا؟
4983,corpus-6-test-corpus-26-train,أريد بعض الألياف الصناعية .,عايز الياف صتاعية .,أنا ريد بعض منتجات صناعية.
4985,corpus-6-test-corpus-26-train,"اسمي "" تارو تاناكا "" لدي حجز مسبق .",اسمي تارو تاناكا . عندي حجز .,"""تارو تاناكا"" لدي حجز مسبق."
4990,corpus-6-test-corpus-26-train,أريد بعضاً من كريم التنظيف .,عايزة كريم اشيل بيه الماكياج .,أنا تريدين كريم التنظيف.
5004,corpus-6-test-corpus-26-train,أريد رداءا ذات أكمام طويلة .,عايزة فستان حمالات .,أنا ريد رداء طويل.
5009,corpus-6-test-corpus-26-train,لقد سُرقت حقيبتي .,اتسرقت من شنطني .,أنا يمكن يحمل حقيبتي.
5017,corpus-6-test-corpus-26-train,لقد تقابلنا بالصدفة لعدة مرات ، أليس كذلك ؟,شكل سككنا حتتقاطع كتير، مش كده؟,أنا قابلنا بالصدفة لعدة مرات، أنا كذلك؟
5035,corpus-6-test-corpus-26-train,هل يمكنني أن ألقي نظرةً أخرى على قائمة الطعام ؟,ممكن أشوف المينيو تاني؟,أنا بحاجة أخرى على قائمة الطعام؟
5045,corpus-6-test-corpus-26-train,لا تزال تبدو عليهم علامات المرض وشحوبة الوجه .,شكلهم لسه ورور قللات خبرة .,أنا يبدو عليهم علامات المرض و شحوبة الوجه.
5082,corpus-6-test-corpus-26-train,كم عددها ؟,اد ايه؟,كم عددها؟
5083,corpus-6-test-corpus-26-train,فراولة ، من فضلك .,عصير فراولة، إذا سمحت .,ايه، أنت.
5090,corpus-6-test-corpus-26-dev,"قمة جبل "" فوجي "" هي اعلي قمة جبلية في اليابان حيث يبلغ ارتفاعها ثلاثة آلاف وسبعمائة وستون مترا .",جبل فوجي أعلى قمة في اليابان على ارتفاع تلات تلاف و سبعميه و سته و سبعين متر .,'فوجي'يعتبر منطقة صغيرة في اليابان ح
5091,corpus-6-test-corpus-26-train,لا ، ليس بعد ، هناك الكثير نختار فيه .,لأ، لسه شويه . حاجات كتيرة حأختار من بينها .,أنا، ليس بعد، هناك كثير نختار فيه.
5098,corpus-6-test-corpus-26-dev,أرغب في كريم مسائي للبشرة .,عايزة كريم مسائي .,أنا بحاجة كريم كريم.
5104,corpus-6-test-corpus-26-test,إنها بين المخبز ومحل الجزارة .,ده بين الفرن و الجزار .,ايه ايه ايه ايه ايه ايه ايه ايه ايه 
5116,corpus-6-test-corpus-26-train,هل لك أن تقصّر الأكمام ؟,ممكن تقصر الاكمام ديه؟,ايه أنت يقصّر الأكمام؟
5117,corpus-6-test-corpus-26-train,أخشى أن لا يكون هنا أية دورة لتعليم الجولف .,خايف انه ما يكونش فيه ملعب جولف قريب .,أنا أنا بحاجة هنا.
5121,corpus-6-test-corpus-26-train,هل لك أن تريني الخاتم الثاني من جهة اليسار ؟,ممكن توريني الخاتم التاني من الشمال؟,ايه أنت تريني الخاتم الثاني من الجهة اليسار؟
5124,corpus-6-test-corpus-26-train,ألا تسأله أن يتصل بي ؟,ممكن تقوله يكلمني؟,أنا سأله ايه؟
5138,corpus-6-test-corpus-26-train,لقد حاولت إجراء مكالمة دولية ، هل نجح ذلك معك من قبل ؟,بأحاول اعمل مكالمة دولية . الخط اتوصل؟,أنا حاولت إجراء مكالمة دولية، أنا نعرف 
5148,corpus-6-test-corpus-26-test,هذا خطأ .,ده غلط.,ايه ايه.
5175,corpus-6-test-corpus-26-train,نعم ، هي ، لأنك تستطيع أن ترى العلم أمام مكتب البريد .,أيوه، هو ده . لأنك تقدر تشوف العلم قدام مكتب البريد .,أنا، أنا بحاجة لدرس مكتب البريد.
5207,corpus-6-test-corpus-26-test,بالتأكيد سوف ترسلهم ، أليس كذلك ؟,انت اكيد حتبعتهم، مش كده؟,"ايه يمكن يحمل, ايه?"
5219,corpus-6-test-corpus-26-train,أود إجراء مكالمة هاتفية باستخدام بطاقة ائتمان .,عايز اعمل مكالمة تليفونيه يالكريديت كارد .,أنا بحاجة لحساب هاتفي.
5224,corpus-6-test-corpus-26-train,أريد ما يخصني لكي أرحل .,عايز امشي .,أنا تريدين ايه يخصني.
5245,corpus-6-test-corpus-26-train,لدي وصولها ، سوف ندفع ثمن شحنها إلى عنوان منزلك .,لما توصل، حندفع علشان نشحنه لبيتك .,لدي ايه، سوف يدفع ثمن شحنها إلى 
5246,corpus-6-test-corpus-26-dev,هذه الأيام ، استخدم الكمبيوتر بشكل دائم في العمل .,الايام ديه انا علطول بأستخدم الكمبيوتر في الشغل .,هذه الأيام، أنا تعمل الكمبيوتر بشكل دائم في العمل
5250,corpus-6-test-corpus-26-train,أوه ! موافق ، لقد فهمت ، سوف آتي إلى مكانك .,اوة، حاضر، فاهم . حاجيلك المكان .,Okay! أنا أنا أنا أنا.
5259,corpus-6-test-corpus-26-train,لا ، هذا يكفي .,لأ، كفاية كده .,أنا، هذا يمكن.
5261,corpus-6-test-corpus-26-train,هل لي أن آخذ بطانية ووسادة ؟,ممكن بطانية و مخدة؟,أنا يمكن خذ بطانية ووسادة؟
5262,corpus-6-test-corpus-26-train,هل يمكنك أن تحضر هنا قريباً بقدر المستطاع ، من فضلك ؟,ممكن تيجي هناك قد ما تقدر بسرعة، من فضلك؟,أنت بحاجة هنا قريبا، من فضلك؟
5263,corpus-6-test-corpus-26-train,"قدحاً من القهوة , من فضلك .",فنجان قهوة، إذا سمحت .,أنا يعرف ايه.
5267,corpus-6-test-corpus-26-test,ابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .,عايز كروت تذكارية لهاواي .,أنا بحث عن كروت على طبيعة جزر هاواي.
5272,corpus-6-test-corpus-26-train,هل لك بأن تضيق منطقة الوسط سنتيمترات ؟,ممكن تضيقلي وسط الفستان ب تلاته سانتي؟,ايه أنت يمكن وضع منطقة الوسط سنتيمترات؟
5289,corpus-6-test-corpus-26-train,إنني في نفس السن .,انا في نفس السن .,أنا في نفس السن.
5300,corpus-6-test-corpus-26-train,ألا تحضر لي بعض القهوة ؟,ممكن تجيبلي شويه قهوة؟,أنا حضري بعض القهوة؟
5307,corpus-6-test-corpus-26-dev,ثلاث مائة وخمسون دولارا ؟ إن هذا يفوق ميزانيتي .,تلتميه و خمسين دولار؟ ده فوق ميزانيتي .,ثلاث مائة وخمسون دولار؟ ايه ايه فوق ميزانيتي
5323,corpus-6-test-corpus-26-train,"هل نحتاج إلى طرح هذا للتصويت ؟ إن لم نكن في حاجة إلى هذا ، فإمكاني أن أعتقد حينئذ أننا قد وصلنا إلى نتيجة , سأقوم بإرسالها إلى مجلس إدارتنا صباح غد .",احنا محتاجين نعمل تصويت عالموضوع ده؟ لو لأ، متهيألي اننا كدة وصلنا لنتيجة، واللي حأوصلها لمجلس الادارة بتاعنا بكرة الصبح .,ايه لازم طرح هذا للتصويت؟ أنا بحاجة الى
5334,corpus-6-test-corpus-26-train,هل تعرف ما إذا كان هناك أي فنادق رخيصة الأسعار ؟,تعرف فيه اى اوتيلات مش غاليه؟,أنا تعرف ما إذا كان هناك فنادق رخيصة؟
5361,corpus-6-test-corpus-26-train,صباح الخير . هل استرحت في نومك ؟,صباح الخير؟ نمت كويس؟,صباح الخير. أنا يشعرت في نومك؟
5364,corpus-6-test-corpus-26-train,ماذا تنوي أن تفعل عقب الانتهاء من المدرسة . ؟,ناوي تعمل ايه بعد ما تخلص المدرسة؟,ايه يمكن فعله عند الانتهاء من المدرسة؟
5366,corpus-6-test-corpus-26-train,سرقت حقيبتي في الشارع .,اتسرقت شنطة كتفي و انا في الشارع .,أنا يمكن يحمل حقيبتي في الشارع.
5367,corpus-6-test-corpus-26-train,هل كان لديك أية خدمات أخرى إلى جانب طعام الإفطار هذا الصباح ؟,عندكم خدمات تانية غير الفطر النهاردة الصبح؟,ايه ايه ايه ايه ايه ايه ايه ايه ايه 
5407,corpus-6-test-corpus-26-train,من فضلك ، أريد فنجاناً من القهوة البيضاء .,عايز فنجان قهوة بيضا، من فضلك .,أنا، أنا تريدين خسارة هذه المنطقة.
5410,corpus-6-test-corpus-26-test,وهو كذلك . هل فندق شيراتون قريب من هناك ؟,تمام . فندق شيراتون قريب من هنا؟,ايه. فندق شيراتون قريب من هنا؟
5411,corpus-6-test-corpus-26-train,أتمنى ألا تكون متعبا جدا .,اتمنى انك ما تكونش تعبان .,أنا بحاجة لكون متعبا جدا.
5431,corpus-6-test-corpus-26-train,أبغي تأجير سيارة من هذا الطراز لمدة يومين .,عايز أأجر عربية من الفئة ديه لمده اسبوعين .,أنا يمكن سيارتي من هذا الطراز لمدة يومين.
5436,corpus-6-test-corpus-26-train,سآخذ صورة لجاك دانيلز .,حاجرب اشرب جاك دانيالز .,يحضر صورة لجاك دانيلز.
5437,corpus-6-test-corpus-26-train,أريد كيساً من الفشار ، من فضلك .,عايز كيس فيشار، من فضلك .,أنا ريد حاجة من الفشار، من فضلك.
5447,corpus-6-test-corpus-26-train,سقط مني واحدا من عصى التزلج .,عصيان التزحلق عالجليد وقعت مني .,أنا لدي واحد من حاجة.
5455,corpus-6-test-corpus-26-train,نحن لا نجلب أية هدايا إلى الحفل ، وبدلا من ذلك يحضر الضيوف أموالاً نقدية .,احنا مش بنجيب هدايا الجواز لمكتب الاستقبال بحسب العادة، بدل كده، الضيوف بينقطوا بفلوس .,نحن لا نملك هدايا الى الحفل، لكن بدلًا
5458,corpus-6-test-corpus-26-train,أود أن أرسله عن طريق البريد .,عايز ابعته بالبريد البري او البحري.,أنا يرسله.
5492,corpus-6-test-corpus-26-train,وصلت الطائرة متأخرة بسبب الثلج الكثيف .,الطيارة حتوصل متأخرة بسبب عاصفة ثلجية .,وصلت الطائرة متأخرة بسبب الثلج الكثيف.
5518,corpus-6-test-corpus-26-train,الفاتورة من فضلك ؟,الحساب، من فضلك.,ايه ايه؟
5521,corpus-6-test-corpus-26-train,من فضلك هل يمكنك أن تتلقى رسالة ؟,ممكن تستلم الرسالة، من فضلك؟,ايه أنت بحاجة رسالة؟
5540,corpus-6-test-corpus-26-train,آسف ، لا يمكنني متابعتك . هل من الممكن أن تتحدث ببطء أكثر من فضلك .,أسف، مش قادر افهمك . ممكن تتكلم بشويش شوية، من فضلك؟,أنا، أنا بحاجة. أنا بحاجة لقول 
5549,corpus-6-test-corpus-26-dev,ماذا يمكنني أن أريك ؟,ايه اللي اقدر اوريهولك؟,ايه يمكنني أريك؟
5559,corpus-6-test-corpus-26-train,هل يمكنني أن التقط بعض الصور ؟,ممكن اخد صورة؟,أنا بحاجة بعض الصور؟
5570,corpus-6-test-corpus-26-train,من مائة .,واحد من أصل ميه .,ايه.
5584,corpus-6-test-corpus-26-dev,رقم الرحلة الجوية اتش بي تسعة وثمانين المتجهة إلى طوكيو في الحادي عشر من مارس .,رقم الرحلة اتش بي تسعة و تمانين رايحة اليابان في حداشر مارس .,رقم الرحلة الجوية اتش بي تسعة و ثمانين على طوك
5585,corpus-6-test-corpus-26-train,هل بإمكاني الحصول على طبق آخر مثل هذا ؟,ممكن اخد طبق تاني زى ده؟,ايه لازم يمكن بيع طبق آخر؟
5594,corpus-6-test-corpus-26-dev,هل لديك واحدة أخرى ؟,عندك واحد تاني؟,ايه ايه ايه؟
5596,corpus-6-test-corpus-26-train,من فضلك ، احضر طعام الإفطار إلى غرفتي في السابعة من صباح الغد .,لو سمحت ابعت الفطار لأوضتي بكرة سبعة الصبح .,فضلك، حضر طعام الإفطار الى غرفتي في السا
5615,corpus-6-test-corpus-26-train,عامل الصيانة سيصعد في الحال .,حيكون عندك عامل الصيانه حالا .,عامل الصيانة يصعد في الحال.
5617,corpus-6-test-corpus-26-dev,آسف سأعود لاحقاً .,اسف . حأرجعلك بعدين.,أنا بحاجة.
5640,corpus-6-test-corpus-26-test,كيف أستقلها ؟,ازاي أقدر أخده؟,ايه ايه ايه؟
5648,corpus-6-test-corpus-26-train,هل هناك أماكن شاغرة بالنسبة لرحلة الخميس ؟,فيه اماكن فاضية في رحلة يوم الخميس؟,ايه هناك فنادق رمضان؟
5657,corpus-6-test-corpus-26-train,عفواً . هلا سمحت لي بالمرور ؟,لا مؤاخذة . ممكن أعدي؟,أنا. أنا سمحت ايه؟
5680,corpus-6-test-corpus-26-train,هل لديك أية نباتات أو فواكه ؟,عندم اى خضار أو فاكهة؟,أنت ايه بذور أو زيت؟
5684,corpus-6-test-corpus-26-train,من فضلك أخبرني كيف أملأ بطاقة النزول إلى البر ؟,من فضلك قوللي ازاي املى استمارة النزول ديه؟,أنا أخبرني كيف يمكن يزول على البر؟
5695,corpus-6-test-corpus-26-train,أعتقد أن سيارتي تستحق حوالي خمسة آلاف دولارا .,اظن ان عربيتي تساوي حوالي خمستلاف دولار .,أنا تقدّم سيارتي خمسة آلاف دولار.
5706,corpus-6-test-corpus-26-train,هل هذا الطعام منخفض السعرات الحرارية ؟,الاكل ده منخفض السعرات؟,ايه هذه الطعام خفض السعرات الحرارية؟
5717,corpus-6-test-corpus-26-train,أية حافلة يجب أن آخذ إلى المحطة ؟,انه اوتوبيس مفروض أخده للمحطة؟,ايه حافلة يمكن يصل إلى المحطة؟
5723,corpus-6-test-corpus-26-train,"نعم , إنه هو . ولكن ستضطر إلى الدوران يسارا في إشارة المرور الثالثة وتستمر في ذلك الشارع حتى تصل إلى الطريق رقم ستة وستين .",أيوه، ده . لكن لازم تحود شمال عند تالت اشارة مرور و تفضل ماشي في الشارع لحد ما توصل لطريق سته و ستين .,أنا. لكن أنا. لكن أنا. أنا 
5733,corpus-6-test-corpus-26-dev,"أريد كوبا من الماء لأتناول بعض الدواء , من فضلك .",عايز كوبايه ميه علشان اخد الدوا، من فضلك .,أنا ريد كوبا من الماء.
5761,corpus-6-test-corpus-26-train,أكون ممتنا جدا لو أخذتني إلى الشاطئ .,حأكون ممنونه اكتر لو اخدتني للشاطئ .,أنا ممتنا جدا لو أخذتني إلى الشاطئ.
5772,corpus-6-test-corpus-26-train,آسف . لقد اتصلت بالرقم الخطأ . هذه وكالة تانكيوشا الصحفية .,انا اسف . انت طلبت رقم غلط . ديه تانكيوشا برس.,آسف. أنا اتصلت بالرقم الخطأ.
5779,corpus-6-test-corpus-26-train,إننا سندفع الحساب ونغادر .,احنا بنعمل تشيك اوت.,أنا يدفع حساب و نغادر.
5830,corpus-6-test-corpus-26-dev,ما نوع هذه الموسيقى ؟,ايه المزيكا ديه؟,نوعه الموسيقى؟
5847,corpus-6-test-corpus-26-train,"من فضلك أعط طفلك هذا الدواء الشراب , جرعة واحدة بعد كل وجبة .",من فضلك ادي الشراب ده لأبنك، جرعة واحدة، بعد كل وجبة .,"فضلك أطعم طفلك هذا الدواء الشراب, ساعة"
5848,corpus-6-test-corpus-26-train,"هذا الموديل متوفر بمقاسات ثمانية وعشرين , وواحد وثلاثين وخمسة وثلاثين سنتيمترا .",الموديل ده متوفر لمقاسات تمانية و عشرين، واحد وتلاتين و مقاس خمسه تلاتين سانتي .,هذه الموديل متوفر بمقاسات ثمانية وعشرين، وواحد
5875,corpus-6-test-corpus-26-train,"أوه , يبدو كأنه قرعة .",اوه، ده شكله كتير .,ايه، أنا أنا حاجة.
5898,corpus-6-test-corpus-26-train,هل يمكن أن أستعمل هاتفك ؟,ممكن أستعمل تليفونك؟,ايه يمكن تعمل هاتفك؟
5902,corpus-6-test-corpus-26-test,رائحته جميلة . كم ثمنه ؟,ريحته حلوة قوي . تمنه كام؟,ايه جميلة؟
5906,corpus-6-test-corpus-26-train,أريد أن أعيد التأكيد على رحلتي إلى شيكاغو في السابع عشر .,عايز أأكد حجزي لطيارة شيكاغو يوم سبعتاشر .,أنا ريد التأكيد على رحلتي إلى شيكاغو في السابع
5913,corpus-6-test-corpus-26-train,أكلت كثيرا نوعا ما .,انا اكلت اكتر من اللازم .,أنا كثيرا.
5914,corpus-6-test-corpus-26-train,هل يمكن أن أتحدث إلى السيدة براون ؟,ممكن اتكلم مع مس براون؟,أنا يمكن قول ايه ؟
5916,corpus-6-test-corpus-26-train,"هذا البيت يبدو مريحا للمعيشة فيه , أليس كذلك ؟",البيت ده شكله مناسب ان الواحد يعيش فيه، مش كده؟,ايه ايه ايه ايه ايه ايه؟
5934,corpus-6-test-corpus-26-dev,أريد أن أحجز على شركة نورث وست إيرلينز على الرحلة رقم صفر ثمانية ستة في الخامس .,عايز أحجز على خطوط نورثويست رحلة زيرو تمانية سته ليوم خمسة.,أنا ريد بيع شركة نورث وست إيرلينز على الرح
5940,corpus-6-test-corpus-26-train,"محفظتي , جواز السفر ومتعلقات شخصية أخرى .",محفظتي، باسبوري و غيره من الحاجات الشخصية .,"ايه, ايه, ايه, ايه."
5956,corpus-6-test-corpus-26-train,متى تغلقون ؟,امتى بتقفل؟,ايه تغلقون؟
5974,corpus-6-test-corpus-26-test,انتظر دقيقة . ربما أكون قد تركته في غرفة الاستراحة .,استنى دقيقة . ممكن اكون سبته في الحمام .,Okay. أنا ينتظر.
5987,corpus-6-test-corpus-26-train,هذا بالضبط ما كنت سأقوله .,ده بالظبط اللي كنت حأقولة .,ايه ايه أنا أنا قوله.
5988,corpus-6-test-corpus-26-train,"نعم , أعتقد ذلك .",أيوه، متهيألي .,أنا أنا تقدّم.
5997,corpus-6-test-corpus-26-train,منزلك كبير . كم عدد الغرف ؟,بيتك كبير . فيه كام أوضه ؟,منزلك صغير. كم غرف؟
6006,corpus-6-test-corpus-26-train,استمتعنا بالعشاء .,استمتعنا بالعشا ده .,أنا يشعر بالعمل.
6024,corpus-6-test-corpus-26-test,أفهم ، لكن لا أستطيع أن أقولها .,انا فاهم، بس ما اقدرش اتكلم .,أنا فهم، لكن لا أستطيع.
6047,corpus-6-test-corpus-26-train,أوو ، نعم ، من فضلك . أنا أتمنى أن لا يصابوا بدوار البحر .,اوه، ايوه، من فضلك . انا بس بأتمنى ما يجيلهومش دوار بحر.,أنا، نعم، من فضلك. أنا أتمنى يصابوا
6056,corpus-6-test-corpus-26-test,إلى طوكيو ، من فضلك .,لطوكيو، إذا سمحت .,ايه ايه.
6073,corpus-6-test-corpus-26-train,ما هو موعد وصولنا المقدر ؟,إيه ميعاد الوصول المفترض بتاعنا؟,ايه وقت وصلنا ؟
6086,corpus-6-test-corpus-26-train,سأغادر باكراً غداً ، لذلك أود أن أدفع الآن .,انا حأمشي بكرة الصبح، حابب أدفع دلوقتي .,أنا ينتظر غداً، أنا يدفع.
6100,corpus-6-test-corpus-26-test,نبيذ غير حلو ، من فضلك .,نبيد شيري، إذا سمحت .,نبيذ غير حلو، من فضلك.
6109,corpus-6-test-corpus-26-test,مقعد ممنوع به التدخين ، من فضلك .,كرسي لغير المدخنين، لو سمحت .,هناك مكان ممنوع على التدخين، من فضلك.
6156,corpus-6-test-corpus-26-train,هو مشغول الآن .,هو مشغول دلوقتي .,أنا مشغول.
6167,corpus-6-test-corpus-26-train,هل الأجانب يمكنهم الحصول على الكتب في المكتبة ؟,هو الاجانب يقدرو يحجزو في المكتبة ديه؟,ايه ايه ايه ايه ايه ايه ايه ايه ايه 
6179,corpus-6-test-corpus-26-train,هل من الممكن أن أمكث في غرفتي حتى الثانية مساءً ؟,ينفع اني استنى في غرفتي لحد اتنين الضهر؟,ايه يمكن يمشي في غرفتي حتى الثانية؟
6190,corpus-6-test-corpus-26-train,ها-ها . صباح الخير حان دورك . إنه على ما يرام .,هاها . يوم جميل لوقتك . كده كويس .,. صباح خير. ايه.
6193,corpus-6-test-corpus-26-train,أود بعضاً من فيلم رقم ايه إس ايه لهذه الكاميرا ، من فضلك .,عايز فلم رقم ال ايه اس ايه ده للكاميرا دي، من فضلك.,يمكن بعض فيديو ايه إس ايه ايه ايه.
6205,corpus-6-test-corpus-26-train,أين رسومات مونيت ؟,فين لوحات مونيه؟,ايه ايه ايه ايه ايه؟
6214,corpus-6-test-corpus-26-train,البيتزا لذيذة . من صنعها ؟,البيتزا لذيذة قوي . مين عملها؟,ايه ايه. ايه ايه؟
6221,corpus-6-test-corpus-26-train,ما هو طعم هذا الطبق ؟,يا ترى طعم الاكل ده ايه؟,ايه طعم هذا الطبق؟
6227,corpus-6-test-corpus-26-train,هم أيضاً غاليين .,كمان دول غاليين .,هناك غاليين.
6228,corpus-6-test-corpus-26-train,متى يغادر القطار التالي إلى بوسطن ؟,امتى حيمشي القطر الجاي اللي رايح بوستون؟,ايه يمكن يصل هذه الطار على بوسطن؟
6232,corpus-6-test-corpus-26-dev,أخطط لتعلم الجولف .,بأخطط اتعلم جولف .,أنا بحاجة لتعلم الجولف.
6247,corpus-6-test-corpus-26-dev,من فضلك أعطني مشروباً أخر .,من فضلك اديني كاس تاني .,أنا فضلك يساعدني مشروباً.
6253,corpus-6-test-corpus-26-train,يا له من راكب ماهر للأمواج .,راكب امواج حلو قوي .,يا ايه ايه ايه ايه ايه ايه ايه ايه ايه
6272,corpus-6-test-corpus-26-train,أخشى أن تكون الأكمام قصيرة جدا .,للأسف الكمام قصيرة قوي .,أنا أنا بحاجة لساعة.
6283,corpus-6-test-corpus-26-train,هل يمكنك أن تريني كيف أضع الغاز ؟,ممكن توريني ازاي احط بنزين في العربية؟,أنا بحاجة لرفع الغاز؟
6285,corpus-6-test-corpus-26-train,هل أجرة الفندق تضم الإفطار ؟,هو المبلغ اللي اندفع للفندق شامل الفطار؟,ايه فندق يضم الإفطار؟
6287,corpus-6-test-corpus-26-train,هل هذا كل شيء ؟,ده كل حاجه؟,ايه ايه؟
6291,corpus-6-test-corpus-26-train,إنه في نهاية هذا الطريق .,علطول الطريق ده.,ايه ايه ايه.
6339,corpus-6-test-corpus-26-train,من فضلك ابدأ العداد .,إذا سمحت شغل العداد .,فضلك وصل العداد.
6363,corpus-6-test-corpus-26-train,غرفتي أبرد من اللازم .,اوضتي برد قوي .,غرفتي يبرد من اللازم.
6411,corpus-6-test-corpus-26-train,سأعود إليك عندما تكون أقل انشغالاً .,حأرجعلك لما تكون مشغوليتك أقل .,أنا يعود على ايه.
6413,corpus-6-test-corpus-26-dev,هل لديك واحد أكبر ؟,عندك حاجة اكبر؟,أنت واحد أكبر؟
6418,corpus-6-test-corpus-26-train,أشعر بتحسن .,انا حاسس اني احسن .,أنا أنا حسن.
6430,corpus-6-test-corpus-26-dev,هل أنت ملم بجغرافيا اليابان ؟,انت متعود و فاهم جغرفية اليابان؟,أنت يبلغ مدينة اليابان؟
6436,corpus-6-test-corpus-26-train,من فضلك أرني أين أنا على هذه الخريطة .,من فضلك وريني انا فين عالخريطة ديه .,أنا أنا على هذه الخريطة.
6437,corpus-6-test-corpus-26-train,مائة بالمائة قطن .,ميه في الميه قطن .,ايه ايه قطن.
6466,corpus-6-test-corpus-26-train,أود أن أغير لغرفة تطل على المحيط . هل توجد أي رسوم إضافية ؟,عايز اغير لأوده بتطل عالمحيط . فيه اى مبلغ أضافي مفروض ادفعه؟,أنا يغير لغرفة. هناك a few dollars 
6472,corpus-6-test-corpus-26-train,كم ثمن إيجار نصف يوم للوحة ؟,يكلفني كلم تأجير لوح السباحه ده لنص يوم؟,ايه ايه ايه ايه ايه ايه ايه؟
6481,corpus-6-test-corpus-26-train,العاشر من نوفمبر .,عشرة نوفمبر .,عشرين نوفمبر.
6484,corpus-6-test-corpus-26-dev,أود شريطاً للآلة الكاتبة .,عايز شريط اله كاتبه .,أنا شريطاً للكاتبة.
6492,corpus-6-test-corpus-26-train,إنها لذيذة جداً .,طعمه حلو قوي .,ايه لذيذة.
6497,corpus-6-test-corpus-26-train,متى سنقلع ؟,امتى حنكون في الجو؟,ايه يمكن نقلع؟
6498,corpus-6-test-corpus-26-train,كيف عرفت السائق متى تريد أن تنزل ؟,ازاي بتخلي السواق يعرف لما تعوز تنزل من العربية؟,كيف عرفت السائق على ايه؟
6513,corpus-6-test-corpus-26-train,أربعة وعشرين دولاراً . هل تريد المزيد ؟,اربعه و عشرين دولار . عايز اكتر؟,أربعة وعشرين دولار. أنا تريدين المزيد؟
6515,corpus-6-test-corpus-26-train,عملت الحجز في طوكيو منذ شهر .,انا حجزت لطوكيو من شهر .,يمكن يحمل الحجز في طوكيو منذ شهر.
6517,corpus-6-test-corpus-26-train,أشكرك من أعماق قلبي .,بأشكرك من أعماق قلبي .,شكرك من قلبي.
6525,corpus-6-test-corpus-26-train,هل أنزل هنا لمركز روكفيلر ؟,مفروض انزل هنا علشان اروح سنتر روكفلر؟,ايه ايه هنا لمركز روكفيلر؟
