id,split,MSA,EGY,EGY Translation
3705,corpus-6-test-corpus-26-train,يا لها من كلاب ذكية . من أي فصيلة ؟,اد ايه كلب ظريف . صنفه ايه؟,ଆପଣ ଜାତ ଜାତ. ଜାତ 
3721,corpus-6-test-corpus-26-train,وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .,الشوكة وقعت مني . هاتلي شوكة تانية إذا سمحت .,أنا رأيت الشوكة. أنا تريدين أخرى.
3742,corpus-6-test-corpus-26-train,كان هذا ممتعاً .,ده كان ممتع .,ଏହା رائع.
3747,corpus-6-test-corpus-26-train,بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .,تمام . إمشي علطول و أحود يمين عند تالت ناصية . حتلاقيه عاليمين .,Okay. Retour a n'ani a n'ani a
3765,corpus-6-test-corpus-26-dev,هل لديكم فيلم شفاف ملون ؟,عندك فيلم كاميرا لصور ملونه؟,ଆପଣ మ్యాచ్ لون?
3780,corpus-6-test-corpus-26-train,أتعرف كاثي ؟ إنه عيد ميلادها .,انت عارف كاتي؟ ديه حفلة عيد ميلادها .,أنا تعرف كاثي؟ عيد ميلادها.
3789,corpus-6-test-corpus-26-train,هل لديك لوحة موضوع عليها الألوان ؟,عندك جدول الوان؟,ଆପଣ لون على هذه الأشكال؟
3792,corpus-6-test-corpus-26-dev,هل يمكنني أن أدفع بشيكات سياحية ؟,ممكن ادفع بشيك سياحي؟,أنا يمكنني دفع أموالك؟
3806,corpus-6-test-corpus-26-train,"لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟",بس، هو، بني ادم، ازاى اتأكد ان كان ده حقيقي ؟,", o, o, o, o, o"
3825,corpus-6-test-corpus-26-train,هل يمكنني شرائها معفاة من الضرائب ؟,ممكن أخده معفي من الضريبة؟,أنا يمكنني بيعها بدون ضرائب؟
3829,corpus-6-test-corpus-26-train,لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟,مش قادر احط شنطي تحت الكرسي . ممكن تشيلهوملي عندك، من فضلك؟,أنا يمكنك وضع ممتعة تحت meja. يمكنك 
3835,corpus-6-test-corpus-26-train,هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .,ممكن من فضلك تحطلي الشنط ديه في شنطة العربية؟,ଆପଣ ଆପଣ ଆପଣ ଏହି ପାଣ
3847,corpus-6-test-corpus-26-train,أنا خارج الآن . لذلك سآخذها .,انا خارج دلوقتي، علشان كده حأخده .,أنا বাই. لذلك أنا.
3856,corpus-6-test-corpus-26-train,من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .,لو سمحت أبعتلي حد علشان الشنط سته و نص .,أنا فضلك أرسل أحداً للطابق العلوي ليخذ حق
3858,corpus-6-test-corpus-26-dev,أريد خريطة لسان فرانسيسكو والمنطقة المحيطة .,عايز خريطة لسان فرانسيسكو و حواليها .,أنا ingin خريطة لسان فرنسيسكو.
3859,corpus-6-test-corpus-26-train,ما نوع الخبز لديكم ؟,عندك نوع عيش ايه؟,ଆପଣ نوع الخبز?
3860,corpus-6-test-corpus-26-train,أين المصعد ؟,فين الاسانسير؟,Where is the bicycle?
3861,corpus-6-test-corpus-26-train,هل يوجد أحد يستطيع العزف على البيانو ؟,فيه حد يقدر يلعب عالبيانو؟,Ǹ anyone a nwere a n'a n'
3872,corpus-6-test-corpus-26-test,في أي محطة سأنزل للذهاب إلى مبنى إمباير ستيت ؟,حأنزل في أى محطة علشان أروح أمباير ستيت بيلدينج ؟,أنا يمكن نقل إلي مكتبة إكتشف ؟
3887,corpus-6-test-corpus-26-test,تبلغ الميزانية أقل من ألف دولار .,ميزانيتي أقل من ألف دولار .,ଆମେ ଆମେ ଆମେ ଆମେ ଆମ
3892,corpus-6-test-corpus-26-train,شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟,اشكرك، بس ما اظنش اني حأقعد ليلتين . ممكن تحجزلي أوضه بسريرين في الفندق ليوم اتناشر مارس بس؟,شكراً. لكن أنا لست بحاجة لأن لدي وقت
3900,corpus-6-test-corpus-26-dev,هل يمكنني حجز غرفة بسريرين تطل على المحيط ؟,ممكن اوضه بسرير كبير بتشوف المحيط؟,أنا يمكنني دفع غرفة على لوح التقط ؟
3920,corpus-6-test-corpus-26-train,لم نقرر بعد .,ما اخدناش قرارنا لحد دلوقتي .,أنا لست بحاجة.
3928,corpus-6-test-corpus-26-train,تعثر صديقي والتوي كاحله .,زميلي اتكعبل و عنده التواء في الانكل .,صديقي يضرب رأسه.
3936,corpus-6-test-corpus-26-train,سأجرب بعضاً من الشراب المثلج .,حأجرب أيس كريم فواكة .,أنا بحاجة بعض الشراب المثلج.
3961,corpus-6-test-corpus-26-train,هل يوجد مطعم تايلاندي قريب من هنا ؟,فيه كطاعم تايلاندي قريبة؟,ଆପଣ ତେଳେ ଟେଲାଇନ୍ దగ్గర?
3972,corpus-6-test-corpus-26-train,إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .,ده بالظبط عند المبنى العالي . فا، أرجع من نفس السكة اللي مشيت فيها، لحد ما تقابل اشارات مرور . و بعدين، أحود شمال .,They stuck on the steep building. Because you went there until
3974,corpus-6-test-corpus-26-train,علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .,لازم الحق طيارة لوس أنجلوس بكرة الصبح بدري .,أنا اتصل طائرة جديدة صباح غد.
3988,corpus-6-test-corpus-26-train,إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .,"و بعد كده أقدر أرشحلك بثقة ""الجولة السياحية لمدينة سان فرانسيسكو"" ديه . ديه حتديك فكرة عامة عن سان فرانسيسكو .",""""""" """""" -'-'-'- "
3991,corpus-6-test-corpus-26-train,أريد الحصول على تأمين .,عايز أعمل بوليصة تأمين .,أنا ingin a téléphone.
3995,corpus-6-test-corpus-26-test,لنستخدم كيس بارد لتخفيف الألم .,خلينا نعمل كمادات باردة علشان نخفف الالم .,أنا بحاجة لاستخدام كيس بارد.
4013,corpus-6-test-corpus-26-train,تريد أن تشتري ثوبا .,عايزة تشتري فستان .,ଆପଣ تريدين ثياب.
4016,corpus-6-test-corpus-26-train,كم أجرة التاكسي حتى هذا الفندق ؟,أدفع كام لتاكسي يوصلني للفندق ده؟,ଆପଣ ଟାକି?
4017,corpus-6-test-corpus-26-train,أين الحمام ؟,فين الحوض؟,Where is the bathroom?
4034,corpus-6-test-corpus-26-train,هل يكلفني دخول هذا المبنى أي أموال ؟,يكفني حاجة اني أخش المبنى ده؟,أنا بحاجة لدخول هذه غرفة ايه?
4036,corpus-6-test-corpus-26-train,قم بها بطريقتك .,اعمله بطريقتك .,أنا يمكن فعله.
4082,corpus-6-test-corpus-26-test,أنا أبحث عن شيء أنيق .,عايزة البس حاجة شيك .,أنا بحث عن شيء جميل.
4104,corpus-6-test-corpus-26-train,النافذة محشورة .,الشباك محشور مش عارف احركه .,""""""" """""""
4109,corpus-6-test-corpus-26-dev,على أي جانب من ميدان الاتحاد هي ؟,هو في اى ناحية من يونيون سكوير؟,Where are the Olympics?
4119,corpus-6-test-corpus-26-train,نصف أوقية من شانيل رقم خمسة من فضلك .,عايزة قزازة نص أوقية من شانيل خمسة، إذا سمحت .,ଆପଣ ଆମେ ତାଙ୍କ ପାଖ ପାଖ 
4129,corpus-6-test-corpus-26-train,ما رأيك في بعض القهوة ؟,ايه رأيك في شوية قهوة؟,أنت رأيت بعض شاي?
4143,corpus-6-test-corpus-26-train,هل أنا بحاجة إلى تذكرة ؟,محتاج اقطع تذكرة؟,أنا بحاجة إلى تذكرة?
4182,corpus-6-test-corpus-26-train,ما هي تكلفة الخدمة تقريبا ؟,تقريبا حوالي كام تكلفني رسوم الخدمة؟,تكلفة خدمات التقويم؟
4185,corpus-6-test-corpus-26-train,كم المدة التي يستغرقها من هنا ؟,اد ايه وقت من هنا؟,কত ساعة a n'a y'a?
4187,corpus-6-test-corpus-26-train,كريمة وسكر ؟,كريمة و سكر ؟,كريمة وسكر?
4193,corpus-6-test-corpus-26-train,هل ثمة تخفيضات للأعضاء المشاركين ؟,فيه أى خصم للأعضاء؟,ଆପଣ ଆପଣ ଫେରି?
4219,corpus-6-test-corpus-26-train,هل هناك قطار فائق السرعة في التاسعة والنصف ؟,فيه سوبر اكسبريس حيطلع عالساعة تسعة و نص؟,ଆମେ కారు ଫଳ?
4221,corpus-6-test-corpus-26-train,دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .,خليني اشيك على زيت الفرامل و الموتور . الموتور شكله غالبا عطلان .,أنا بحاجة لمعرفة سائل الجهاز و سيارتك. 
4224,corpus-6-test-corpus-26-train,لم يكن خطئي .,ماكنتش غلطتي .,أنا لست بحاجة.
4262,corpus-6-test-corpus-26-train,لا كهرباء .,مافيش كهربا .,Tidak a sɛ.
4263,corpus-6-test-corpus-26-train,سوف أبلغ الشرطة بذلك .,حأبلغ ده للشرطة .,أنا يبلغ الشرطة.
4269,corpus-6-test-corpus-26-train,هل سيحاسب كل واحد منا على مشروباته منفردا ؟,لازم كل واحد يدفع تمن مشروباته؟,""""""" """""" """""" """""""
4275,corpus-6-test-corpus-26-train,في أي مكان من ثلاثين حتى خمسين دولارا لليلة .,اى أوضة من تلاتين لخمسن دولار في الليله .,ଆପଣ ଉତ୍ତର ثلاثين - خمسين دولار
4278,corpus-6-test-corpus-26-train,من فضلك ، اصلح هذه .,من فضلك صلحة .,"أنا فضلك, أزيلي هذه."
4284,corpus-6-test-corpus-26-train,في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .,في ايام رأس السنة . و في المناسبات الخاصة زى خفلات الزفاف، حقلات توزيع الجوايز او الجنازات .,""""""" - n'a n'a n'a n'"
4285,corpus-6-test-corpus-26-test,المزيد من المستردة ، من فضلك .,مسطرة تاني، من فضلك .,"المزيد من الإجابة, s'il a."
4305,corpus-6-test-corpus-26-train,لماذا لا تعطيها هدية ؟,ليه ما اديتهاش هدية؟,Why don't you give them gifts?
4321,corpus-6-test-corpus-26-test,أي فيلم توصي به ؟,بتشرحلي اى فيلم اتفرج عليه؟,ايه فلام أنت تريدين?
4324,corpus-6-test-corpus-26-test,هاك عشرين دولارا واعطني فكة دولارين من فضلك .,خد عشرين و رجعلي باقي دولارين، من فضلك.,"أنا عشرين دولار, a j'ai ndalama "
4326,corpus-6-test-corpus-26-train,لقد انتقدتني ضمنا .,خبطتني بالجنب.,أنا أنا أنا.
4335,corpus-6-test-corpus-26-train,يمكن أن أحضر في الساعة الثانية .,ممكن أعدي عليك عالساعة اتنين .,أنا يمكن أن أحضر في الساعة الثانية.
4341,corpus-6-test-corpus-26-train,هل هذه هي حقائب الرحلة جال صفر واحد ؟,هى الشنط ديه من رحلة جيه إيه إل زيرو واحد؟,ଏହା ଜଣ ଜଣ ଜଣ ଜଣ ଜଣ
4346,corpus-6-test-corpus-26-train,هذه هي رحلتي الأولى إلى باريس .,ديه اول رحلة ليا لباريس .,ଏହା ଫ୍ରିସ୍.
4348,corpus-6-test-corpus-26-train,هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟,ممكن تقدر التكلفة قبل ما تبدأ تشتغل فيها؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4358,corpus-6-test-corpus-26-train,تعالى ، من فضلك .,ادخل، من فضلك .,"Okay, s'a l'aide."
4364,corpus-6-test-corpus-26-test,رحلتنا للتخييم يجب أن تكون ممتعة .,رحلة المشي بتاعتنا لازم تكون مليانه بالمتعة .,رحلتنا للتخييم يجب أن يكون ممتعة.
4365,corpus-6-test-corpus-26-train,متي سنستقل القارب ؟,منين ناخد المركب؟,Ǹ sɛ sɛ sɛ sɛ sɛ s
4373,corpus-6-test-corpus-26-train,ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .,ماعندناش شنطة تشيل كل ده علشان كده حأحطهم في شنطة بلاستيك كبيرة .,"أنا لست بحاجة لذلك, أنا سوف أضفها"
4374,corpus-6-test-corpus-26-train,أود لعب التنس .,عايز العب تنس .,أنا لعب التنس.
4375,corpus-6-test-corpus-26-train,يوجد عصير أناناس وبرتقال وطماطم .,فيه عصائر اناناس، برتقان . و أوطة .,ଏହା ଜୀବ ଏବଂ ଫାଟି.
4377,corpus-6-test-corpus-26-train,الجانب الأيسر من هذه الدور بجوار المصعد .,في الناحية الشمال من الدور ده، جنب الاسانسير .,ଏହି ଟର୍ దగ్గర ଉତ୍ତର ଉତ୍ତର
4382,corpus-6-test-corpus-26-test,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,ايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟,ଆପଣ ଆମେ ଆମେ ଆମେ ନି
4409,corpus-6-test-corpus-26-train,ما رأيك في مشاهدة فيلم آخر ؟,مش أحسنلك تشوف فيلم تاني؟,أنت رأيك في مشاهدة مسلسل أخر؟
4418,corpus-6-test-corpus-26-train,من فضلك ، بدلي شيك المسافرين إلي نقود .,من فضلك اصرفلي الشيكات السياحية ديه .,"أنا, أضيفي شيك إلي نقود."
4432,corpus-6-test-corpus-26-dev,من فضلك ، أريد أن أخذ نفس الدورة غدا .,عايز ا خد نفس التدريب بكرة، إذا سمحت .,"أنا فضلك, أنا wanna take the same course tomorrow."
4450,corpus-6-test-corpus-26-train,ربما أعطيك إجابة أفضل من تلك بعد عرضين .,غالبا حأديلك اجابة احسن على سؤالك بعد ما اتفرج.,أنا يمكنك الإجابة meilleure.
4451,corpus-6-test-corpus-26-test,أريد هدية بمناسبة الذكرى السنوية .,محتاج هدية لذكرة سنوية .,أنا ingin هدايا.
4464,corpus-6-test-corpus-26-train,ما هي المسرحيات الموسيقية المعروضة حاليا ؟,أى مزيكا بتتعزف دلوقتي؟,""""""" Ǹ yě sɛ sɛ sɛ sɛ"
4475,corpus-6-test-corpus-26-train,هل لديك مرآة ؟,عندك مراية؟,ଆପଣ మ్యాప?
4478,corpus-6-test-corpus-26-dev,عذرا ، ولكني ضللك طريقي . هل لك أن تساعدني ؟,اعذرني، بس انا تهت . ممكن تساعدني؟,"Sorry, 但我 ضل طريقي. Ṣe a t'"
4479,corpus-6-test-corpus-26-train,سوف آخذ هذه ، من فضلك .,حأخد ده، إذا سمحت .,"أنا أنا ', s'a s'a."
4497,corpus-6-test-corpus-26-train,لا يمكنك جلب الألعاب النارية إلى كندا .,ماينفعش تستورد لكندا العاب نارية .,ଆପଣ يمكنك لعب كرة قدم الى كندا.
4501,corpus-6-test-corpus-26-train,ما أروع زوجتك من طاهية .,اد ايه مراتك طباخة شاطرة .,Awesome wife.
4503,corpus-6-test-corpus-26-train,هل تريد أي مساعدة ؟,محتاج اى مساعدة؟,ଆପଣ ଆପଣ مساعدة?
4505,corpus-6-test-corpus-26-train,"هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟",ممكن تحجزلي تاكسي بكرة الصبح الساعة سته، من فضلك؟,"أنا يمكن مني ساعتين صباح غد, tolong "
4510,corpus-6-test-corpus-26-train,ماذا تفضل مع طبقك الرئيسي .,تحب أيه مع الطبق الرئيسي؟,ଆପଣ ଆପଣ ଉପରେ.
4540,corpus-6-test-corpus-26-test,هل يوجد بوتيك قريب من هنا ؟,فيه بوتيك قريب من هنا؟,ଆପଣ ଆପଣ ଏହି ପାକି?
4549,corpus-6-test-corpus-26-train,هذا المكان مكتظ بالناسب ، أليس كذلك ؟,المكان ده زحمة قوي . كش كده؟,"ଏହା ସ୍ଥାନ ଭାବରେ, ତ?"
4558,corpus-6-test-corpus-26-train,عفواً . ستكون جاهزة في غضون خمس دقائق .,متأسف . حيكون جاهز في خلال خمس دقايق .,Okay. Okay. Okay.
4588,corpus-6-test-corpus-26-train,عانيت من ألم في الرقبة أثناء نومي ؟,حصللي تشنج في رقبتي و انا نايم .,أنا رأيت ألم الرقبة أثناء النوم؟
4594,corpus-6-test-corpus-26-train,نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟,تمام، مافيش مشكلة . ممكن اشوف جواز سفرك؟,"Okay, n'a n'a n'a n'a"
4615,corpus-6-test-corpus-26-test,لا امتلك أي نقود .,ماعيش فلوس .,أنا لست بحاجة.
4624,corpus-6-test-corpus-26-train,متى يتعين علي أن أكون في المحطة ؟,امتى مفروض اكون موجود في المحطة؟,""""""" Why wanna be in the station?"
4630,corpus-6-test-corpus-26-train,هناك مطاعم كثيرة قريبة من هنا .,فيه مطاعم كتيرة في المنطقة هنا .,ଏହା ଛୋଟ ଏକ ଟ୍ରାଫ.
4635,corpus-6-test-corpus-26-train,بجوار حجرة الإيداع .,جنب أوضة الامانات .,""""""" a n'a n'a n'a n'"
4640,corpus-6-test-corpus-26-train,إنه لمن دواعي السرور أن أتحدث معك .,انبسطت بالكلام معاك .,أنا أنا بحاجة إلي قول.
4644,corpus-6-test-corpus-26-test,هل هناك جولة بعد الظهر ؟,فيه رحلة بعد الضهر؟,ଆମେ ଆମେ ଆମେ?
4648,corpus-6-test-corpus-26-test,إنني مع أصدقائي .,انا مع صاحبي .,أنا معه.
4653,corpus-6-test-corpus-26-train,لقد تمتعت بإقامتي . شكراً لك .,استمتعت بأفامتي، أشكرك .,أنا পাই. شكراً لك.
4654,corpus-6-test-corpus-26-train,الشاطئ أسفل يمينا . ياله من منظر رائع .,الشط يا دوبك تحتي . اد ايه منظر جميل ز.,ଆପଣ ଉତ୍ତର. Awesome.
4658,corpus-6-test-corpus-26-train,شكراً لك على الانتظار ، يا أستاذه مكجوير . هاك هو . امض من فضلك .,أشكرك لأنتظارك، انسه ماكجير . اهو جه، اتفضلي، إذا سمحتي .,"شكراً لك على انتظار, Madam. Awesome."
4662,corpus-6-test-corpus-26-train,هل لديك أي صورة لبطاقة هوية ؟,معاك بطاقة شخصية عليها صورتك؟,ଆପଣ ఫోటో IMEI?
4671,corpus-6-test-corpus-26-train,سبعاً ، من فضلك .,سبعة، لو تكرمت .,"- s'a, s'a, s'a "
4674,corpus-6-test-corpus-26-train,أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟,عايز أبعت ده للغسيل، امتى حيكون جاهز ؟,أنا wanna send a bottle. When will be ready?
4685,corpus-6-test-corpus-26-train,لقد خلعت البنطلون .,عندي بنطلون مقلم .,لقد أضيفي ملابس.
4699,corpus-6-test-corpus-26-train,نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟,أيوه . شنط واحد تاني اتبعتت لأوضتي دلوقتي . ممكن تراجع ده، من فضلك؟,Okay. a n'a n'a n'a n
4714,corpus-6-test-corpus-26-train,هل من الممكن أن تفصل أكثر ؟,ممكن نكون عندي مشروحة اكتر بالتفاصيل؟,ଆପଣ يمكنك فصل أكثر?
4729,corpus-6-test-corpus-26-train,هل استرحت في نومك ؟,نمت كويس؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ?
4733,corpus-6-test-corpus-26-train,هلا ضغطت على زر مصراع النافذة ؟,ممكن تضغط زرار التصوير؟,ଆପଣ اضغطت على زر فتح نافذة؟
4740,corpus-6-test-corpus-26-train,مفتاحين من فضلك ؟,مفتاحين، إذا سمحت .,ଆପଣ ଆପଣ?
4742,corpus-6-test-corpus-26-dev,أريد مصباحاً .,عايز لمبة .,أنا بحاجة.
4744,corpus-6-test-corpus-26-train,في نهاية الممر .,في اخر الطرقة .,Akhiri.
4773,corpus-6-test-corpus-26-dev,أرغب في الحصول على بعض ورق الرسائل .,عايز مفكرة .,أنا ingin a gâteau.
4788,corpus-6-test-corpus-26-train,هل سنذهب بالحافلة ؟,حنروح بالاوتوبيس؟,ଆମ ଆପଣ ଆପଣ ଆପଣ?
4790,corpus-6-test-corpus-26-train,هل قلت إنك ستغادر إلى طوكيو غدا ؟,انت قلت انك سايبنا و رايح لطوكيو بكرة؟,Ǹjẹ s'a t'a t'a t'
4795,corpus-6-test-corpus-26-test,دعني أنام حتى التاسعة .,خليني انام لحد تسعة .,أنا اتصلت حتي السابعة.
4801,corpus-6-test-corpus-26-train,يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟,لازم اسافر على طيارة ايه دبليو واحد زيرو زيرو . ينفع؟,""""""" """""" """""" """""""
4813,corpus-6-test-corpus-26-train,كيف حال اللعب معك هذه الأيام ؟,اخبار لعبتك ايه الايام ديه؟,كيف حال لعب معك هذه الأيام؟
4814,corpus-6-test-corpus-26-dev,أشعر بضيق في الصدر .,صدري طابق عليا .,أنا حساس على صدر.
4826,corpus-6-test-corpus-26-train,لا توجد مشكلة . إذا حضرت في الخامس من سبتمبر ، فسيكون بإمكانك الاستمتاع بعرض فيلم علمي لأن عندنا يوماً خاصاً مفتوحاً أول يوم جمعة من كل شهر .,مافيش مشكلة . لو انت جيت في خمسة مارس، حتستمتع بالفرجة على فيلم علمي لأننا بيكون عندنا يوم مفتوح في اول جمعة من كل شهر .,ଆପଣ ନିୟମ. ଯଦି ଆପଣ 
4828,corpus-6-test-corpus-26-train,هل لديكم أية جولة سياحية أخرى ؟,عندك رحلة تانية؟,ଆପଣ ଆପଣ ଏକ رحلة سياحية أخر
4836,corpus-6-test-corpus-26-train,حسنا . خصم خمسة في المائة . هل يوافقك لك ؟,حاضر، ادي خمسة في الميه خصم . كده كويس؟,Bonjour. خصم خمسة. Okay?
4845,corpus-6-test-corpus-26-train,إنني ذاهب إلى باريس .,انا رايح باريس .,أنا wanna go Paris.
4848,corpus-6-test-corpus-26-train,إنها ليست أحدث طراز ، أليس كذلك ؟,ده مش اخر نموذج، مش كده؟,""""""" - 'A n'a n'a n'a"
4857,corpus-6-test-corpus-26-train,موعده المقرر هو الثامنة والنصف مساءْ بالتوقيت المحلي .,متسجلة في جدول المواعيد عالساعة تمانية و نص بلليل بالتوقيت المحلي .,ରାତି 8:30 مساء.
4889,corpus-6-test-corpus-26-train,"أظهر هذا المبنى معنا , من فضلك .",شاركنا في المشروع ده، من فضلك .,"أنا يظهر هذا المبنى, أنا فضلك."
4894,corpus-6-test-corpus-26-train,حسناً . أريد سلطانية من الحجم المتوسط ، وكرات الأرز .,اوكي . حاخد طبق رز وسط .,"Bonjour. أنا ingin سلطانية, a n'a "
4901,corpus-6-test-corpus-26-train,كيف يبدو هذا ؟,ايه رأيك في شكله؟,كيف يبدو هذا؟
4924,corpus-6-test-corpus-26-train,أريد أن أرى ذاك الذي في نافذة العرض ، من فضلك .,عايز اشوف ده في الشباك، من فضلك .,أنا wanna see anyone in the window.
4945,corpus-6-test-corpus-26-train,مستحيل . نحن في إجازة . إنني أرفض الجلوس في غرفة بالفندق ومشاهدة البيسبول في التلفاز . أريد الذهاب لمشاهدة مسرحية .,لايمكن . احنا في اجازة . ارفض اني افضل في اوضه فندق و اتفرج عالبيسبول في التليفزيون . انا عايز اخرج اتفرج على مسرحية .,""""""" - Nous sommes à l'heure. أنا n"
4957,corpus-6-test-corpus-26-train,هل بإمكاني اللمس ؟,ممكن المسه؟,أنا يمكن سماع?
4974,corpus-6-test-corpus-26-train,أيمكنك الحضور إلى هنا لإصلاحه ؟,ممكن تيجي هنا علشان نصلحه؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4983,corpus-6-test-corpus-26-train,أريد بعض الألياف الصناعية .,عايز الياف صتاعية .,أنا بحاجة بعض الألياف الصناعية.
4985,corpus-6-test-corpus-26-train,"اسمي "" تارو تاناكا "" لدي حجز مسبق .",اسمي تارو تاناكا . عندي حجز .,"""Tarom Taanak"" j'ai a n'a n'"
4990,corpus-6-test-corpus-26-train,أريد بعضاً من كريم التنظيف .,عايزة كريم اشيل بيه الماكياج .,أنا بحاجة كريم التنظيف.
5004,corpus-6-test-corpus-26-train,أريد رداءا ذات أكمام طويلة .,عايزة فستان حمالات .,أنا بحاجة طويلة.
5009,corpus-6-test-corpus-26-train,لقد سُرقت حقيبتي .,اتسرقت من شنطني .,أنا أزيلي.
5017,corpus-6-test-corpus-26-train,لقد تقابلنا بالصدفة لعدة مرات ، أليس كذلك ؟,شكل سككنا حتتقاطع كتير، مش كده؟,""""""" Nous a t'a t'a t'a "
5035,corpus-6-test-corpus-26-train,هل يمكنني أن ألقي نظرةً أخرى على قائمة الطعام ؟,ممكن أشوف المينيو تاني؟,""""""" - Ǹ j'ai a n'a n'"
5045,corpus-6-test-corpus-26-train,لا تزال تبدو عليهم علامات المرض وشحوبة الوجه .,شكلهم لسه ورور قللات خبرة .,ଏହା ନିର୍ମାଣ ଏବଂ ଭାବରେ
5082,corpus-6-test-corpus-26-train,كم عددها ؟,اد ايه؟,berapa عددها؟
5083,corpus-6-test-corpus-26-train,فراولة ، من فضلك .,عصير فراولة، إذا سمحت .,"ଫିଲ, أنا فضلك."
5090,corpus-6-test-corpus-26-dev,"قمة جبل "" فوجي "" هي اعلي قمة جبلية في اليابان حيث يبلغ ارتفاعها ثلاثة آلاف وسبعمائة وستون مترا .",جبل فوجي أعلى قمة في اليابان على ارتفاع تلات تلاف و سبعميه و سته و سبعين متر .,"""""""Foghan"""" bụ a n'a n'a "
5091,corpus-6-test-corpus-26-train,لا ، ليس بعد ، هناك الكثير نختار فيه .,لأ، لسه شويه . حاجات كتيرة حأختار من بينها .,"ليس, a n'a, a n'a "
5098,corpus-6-test-corpus-26-dev,أرغب في كريم مسائي للبشرة .,عايزة كريم مسائي .,أنا ingin كريم hydration.
5104,corpus-6-test-corpus-26-test,إنها بين المخبز ومحل الجزارة .,ده بين الفرن و الجزار .,They are between bread and sugar.
5116,corpus-6-test-corpus-26-train,هل لك أن تقصّر الأكمام ؟,ممكن تقصر الاكمام ديه؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
5117,corpus-6-test-corpus-26-train,أخشى أن لا يكون هنا أية دورة لتعليم الجولف .,خايف انه ما يكونش فيه ملعب جولف قريب .,أنا ഭയ أنه ليس هنا دروس تعليم الجولف.
5121,corpus-6-test-corpus-26-train,هل لك أن تريني الخاتم الثاني من جهة اليسار ؟,ممكن توريني الخاتم التاني من الشمال؟,ଆପଣ تريدني أذنيك يمين?
5124,corpus-6-test-corpus-26-train,ألا تسأله أن يتصل بي ؟,ممكن تقوله يكلمني؟,Ǹjẹ s'a s'a s'a s'
5138,corpus-6-test-corpus-26-train,لقد حاولت إجراء مكالمة دولية ، هل نجح ذلك معك من قبل ؟,بأحاول اعمل مكالمة دولية . الخط اتوصل؟,"أنا حاولت إجراء مكالمة دولي, a nwere"
5148,corpus-6-test-corpus-26-test,هذا خطأ .,ده غلط.,ଏହା مشكلة.
5175,corpus-6-test-corpus-26-train,نعم ، هي ، لأنك تستطيع أن ترى العلم أمام مكتب البريد .,أيوه، هو ده . لأنك تقدر تشوف العلم قدام مكتب البريد .,"Okay, s'a, s'a, s'a"
5207,corpus-6-test-corpus-26-test,بالتأكيد سوف ترسلهم ، أليس كذلك ؟,انت اكيد حتبعتهم، مش كده؟,"Okay, a n'a t'a t'a t"
5219,corpus-6-test-corpus-26-train,أود إجراء مكالمة هاتفية باستخدام بطاقة ائتمان .,عايز اعمل مكالمة تليفونيه يالكريديت كارد .,أنا కాల్ هاتفي menggunakan facture.
5224,corpus-6-test-corpus-26-train,أريد ما يخصني لكي أرحل .,عايز امشي .,أنا بحاجة إلي رحلة.
