id,split,MSA,EGY,EGY Translation
2945,corpus-6-test-corpus-26-train,علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟,مضطر أقضي الليل هنا . مش كده؟ ممكن تساعدني احجز اوضة في فندق؟,Why do you get a vacation? Why do you advise me to
2947,corpus-6-test-corpus-26-train,يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .,مش حتطول . خمستاشر دقيقة بالكتير .,They should be long enough. Eight hundred minutes in the middle of the
2960,corpus-6-test-corpus-26-train,هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟,ممكن تقوللي المكالفة اتكلفت اد ايه؟,Yes
2964,corpus-6-test-corpus-26-train,حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .,تمام . ممكن تقولها اني اتصلت، من فضلك؟ حاكلمها تاني بعدين .,"حسنا, هل يمكنك أن تخبرها أنني اتصلت"
2973,corpus-6-test-corpus-26-train,هل توجد أية جولة صباحية ؟,فيه جولة سياحية صباحية؟,Yes
2982,corpus-6-test-corpus-26-train,هل تغير عملات أجنبية ؟,بتغيروا عملات اجنبي؟,Yes
2983,corpus-6-test-corpus-26-test,إجمالي ميزانيتنا حوالي خمسين دولاراًً لثلاثة أشخاص .,ميزانيتنا حوالي خمسن دولار كلها ل تلات اشخاص .,إجمالي ميزانيتنا حوالي خمسين دولاراً لثلاثة أش
2990,corpus-6-test-corpus-26-train,أن يمكنني أن أشتري لفة من الفيلم ؟,منين اشتري بكرة فيلم كاميرا؟,Why can I buy a subtitle?
2995,corpus-6-test-corpus-26-train,هل لديك بيرة يابانية ؟,عندك بيرة ياباني؟,هل لديك طائرة يابانية؟
3001,corpus-6-test-corpus-26-test,"أريد بذلة استحمام مقاس صغير , من فضلك .",عايزه مايوه صغير، لو سمحت .,我想 بذلة استحمام صغيرة.
3016,corpus-6-test-corpus-26-train,أريد تسجيل أمتعتي .,عايز اسجل شنطي .,我想 تسجيل أمتعتي.
3029,corpus-6-test-corpus-26-train,هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .,معاك انسه كاوازو في أوضة الف ستميه و حداشر .,هذه السيدة كاوازو على غرفة رقم ستة عشر
3030,corpus-6-test-corpus-26-train,مرحباً بك .,العفو.,أنا أحب ذلك.
3038,corpus-6-test-corpus-26-dev,لا يوجد أي منها .,مافيش ولا حاجة .,ليس لديها أي منها.
3040,corpus-6-test-corpus-26-train,"أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟",أى يوم مهم اكتر ليكم انتم اليابانيين، رأس السنه ولا الكريسماس؟,عيد رأس السنة
3041,corpus-6-test-corpus-26-test,رقم مقعدك هو اثنان وثلاثون أ . بعد ذلك سر في خط مستقيم في هذه الطرقة . إنه المقعد المجاور للنافذة .,كرسيك اتنين و تلاتنين ايه، امشي علطول في الممر ده، الكرسي اللي جنب الشباك .,Jumlah a shuttle is a few hundred and a few
3073,corpus-6-test-corpus-26-train,لحظة من فضلك .,دقيقة واحده، من فضلك .,ليلة عيدًا.
3109,corpus-6-test-corpus-26-train,من فضلك أكمل البيانات الناقصة في التقرير .,من فضلك املى استمارة الحاجات الضايعة .,Please add a detailed information to the report.
3111,corpus-6-test-corpus-26-dev,لا أفهم الإنجليزية الأمريكية ، إنما أتحدث الإنجليزية الراقية .,انا مش بأفهم اللهجة الامريكاني، انا بأتكلم انجليزي لهجة بريطانية .,"They don't understand French, because I speak French."
3120,corpus-6-test-corpus-26-train,منذ أمس .,من امبارح .,منذ صباح.
3129,corpus-6-test-corpus-26-train,تشمل تأمين ضد التصادم والدين .,ده بيشمل تأمين الحوادث و المسئولية القانونية.,هذه الطريقة يمكن أن تكون على أساس نظام حكم
3134,corpus-6-test-corpus-26-test,فقدت بطاقة المطالبة .,ضيعت ورقة الاستلام بتاعتي.,They kept their debt.
3152,corpus-6-test-corpus-26-train,هل لديكم دبابيس زينة ذات تصميمات رائعة ؟,عندك اى اعتراض عالتصميمات الكويسة؟,Yes
3155,corpus-6-test-corpus-26-train,إنني أتصل من كشك عمومي في ماسي .,انا بأكلمك من كابينة تليفون في هايبر ميسى .,أنا يصل إلى a relatively diverse sheep in 
3170,corpus-6-test-corpus-26-test,هذه كبيرة جداً .,دول كبار قوي .,هذه كبيرة جداً.
3176,corpus-6-test-corpus-26-train,كم أجر الانتظار في الساعة ؟,كام تعريفة ركن العربية هنا في الساعة؟,ساعتين
3179,corpus-6-test-corpus-26-train,سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .,سيداتي سادتي، في رحلتنا النهاردة، معانا مضيفات بيتكلمو ياباني تقدرو تعرفوهم بشارات الاعلام الصغيرة اللي على لبسهم، لو عارفين حد محتاج مساعدة لغوية، من فضلكم خلونا نعرف .,"سيداتي سادتي, لدينا على متن رحلتنا اليوم مض"
3182,corpus-6-test-corpus-26-train,هل توجد أي حقبة معينة للفن تفضلها ؟,بتفضل حقبة فن زمنية معينة؟,Yes
3185,corpus-6-test-corpus-26-train,من فضلك تحقق منها مرة أخرى .,لو سمحت راجعه تاني .,فضلك يحقق منها مرة أخرى.
3195,corpus-6-test-corpus-26-train,سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .,أمشي علطول النهر حوالي نص ميل. حتوصل الحديقة .,يُعد على طول النهر حوالي نصف ميل. ي
3201,corpus-6-test-corpus-26-dev,كلاً ، إنهم متينين جداً .,لأ، ديه حاجات متينة قوي .,هناك بعضهما، لكنهم متين جداً.
3207,corpus-6-test-corpus-26-train,حسناً ، سأرسلها لك إلى لاس فيجاس .,حاضر . حأبعته ل لاس فيجاس عشانك.,"حسناً, i'll send you to Morocco."
3209,corpus-6-test-corpus-26-train,أبحث عن قميص للجري .,بأدور على تيشيرت رياضي .,They look for a sweater.
3220,corpus-6-test-corpus-26-train,هل تود شرب شيئاً من الحانة ؟,عايز حاجه تشربها من البار؟,Yes
3222,corpus-6-test-corpus-26-dev,هذا الطريق من فضلك . خذ هذا المصعد .,الطريق ده إذا سمحت . خد الاسانسير .,خذ هذا الطريق.
3238,corpus-6-test-corpus-26-train,من الأفضل أن تستقل قطار الثامنة والنصف .,احسنلك تاخد قطر تمانية و نص .,They need to leave the streets early.
3267,corpus-6-test-corpus-26-test,هل يوجد دار للسينما بالقرب من هنا ؟,فيه سينما قريبة من هنا؟,Yes
3269,corpus-6-test-corpus-26-train,الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .,احنا في موسوم المحار، علشان كده حيكون طعمة كويس .,They are now in the early morning.
3279,corpus-6-test-corpus-26-train,أريد ساعة مستعملة .,عايز مع ساعة يد تانية.,أنا ريد ساعة مستعملة.
3284,corpus-6-test-corpus-26-train,سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .,حأنزل الفندق حوالي تسعة بليل .,Please leave a few hours early evening.
3285,corpus-6-test-corpus-26-train,الوقت يتأخر . يجب أن أرحل .,الوقت اتأخر . لازم امشي دلوقتي .,They are going to go.
3289,corpus-6-test-corpus-26-train,لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟,ما استخدمتش خدمة الغسيل عندك . ممكن تتأكد من ده تاني؟,لقد تمتلك خدمة الغسيل عندكم. يمكنك التحقق
3292,corpus-6-test-corpus-26-train,أريد شاي من فضلك .,عاوز شاي، من فضلك .,我想 شاي.
3295,corpus-6-test-corpus-26-train,كلاً ، لا يوجد .,لأ، مافيش .,ليس هناك أحدهم.
3304,corpus-6-test-corpus-26-train,هل هذه هي آخر محطة ؟,ديه أخر مره نقف فيها؟,Yes
3318,corpus-6-test-corpus-26-train,لنتصل به .,خلينا نرن عليه .,ينتظر.
3323,corpus-6-test-corpus-26-train,هل هذا المتبل حار ؟,ده متبل مشطشط؟,Yes
3334,corpus-6-test-corpus-26-train,أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟,منين أركب اوتوبيس المعالم السياحية؟,Where could I go to a hike to watch movies?
3335,corpus-6-test-corpus-26-train,أجل ، أريد مشاهدة معالم المدينة .,أيوه، عايز أشوف معالم المدينة السياحية .,They want to watch the city.
3351,corpus-6-test-corpus-26-test,يوجد الكثير من السائحين بالقرب من المبنى ، ويبدو أنهم تجمعوا لإلقاء نظرة على ما يحدث .,فيه سياح كتار حوالين المبنى، شكلهم متجمعين علشان يشوفو ايه اللي بيحصل .,They have a lot of visitors in the temple. They looked
3359,corpus-6-test-corpus-26-train,شكراً على كرم ضيافتك .,شكرا لكرم ضيافتك .,Congratulations to your wife.
3375,corpus-6-test-corpus-26-train,الأمانة هي السياسة المثلى .,الامانة احسن سياسة .,Democracy is the best political political political political.
3385,corpus-6-test-corpus-26-train,هل لك أن توقظني في تمام السادسة من فضلك ؟,ممكن تصحيني الساعة سته، لو تكرمت؟,Yes
3392,corpus-6-test-corpus-26-train,كم السعر لنصف يوم ؟,تكلفة نص يوم اد ايه؟,أربعة
3397,corpus-6-test-corpus-26-train,أنا كينجي .,انا كينچي .,أنا كينجي.
3402,corpus-6-test-corpus-26-train,هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟,تعرف أى مكان كويس يستاهل يتشاف في شيكاجو؟,تعرف على منطقة التي تشاهدها في شيكاجو؟
3404,corpus-6-test-corpus-26-train,"حسناً ، في حالة إصرار كليكما , سأذهب معكما .",حاضر، لو انتم الاتنين مصرين، حأجي معاكم .,"حسناً, when I am going to go with you."
3413,corpus-6-test-corpus-26-dev,هل لك أن تستبدل هذه بواحدة أخرى من نفس النوع من فضلك ؟,ممكن تبدلي ديه بواحده تانية من نفس النوع؟,Yes
3446,corpus-6-test-corpus-26-train,أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .,عايز أعمل حجز الساعة تلاته و نص العصر .,They want to go to the third clock.
3489,corpus-6-test-corpus-26-train,"خزينة الودائع , من فضلك .",صندوق امانات، من فضلك .,"خزينة الودائع, فضلك."
3502,corpus-6-test-corpus-26-train,من فضلك أحضر نبيذاً مناسباُ .,لو سمحت نقي نبيد مناسب .,فضلك حضر نبيذًا مناسبًا.
3512,corpus-6-test-corpus-26-test,أريد مكان ما صغير .,عايز مكان صغير .,ريد مكان صغير.
3522,corpus-6-test-corpus-26-train,هل مطلوب منى دفع ثمن الغاز ؟,مفروض أدفع البنزين؟,Yes
3557,corpus-6-test-corpus-26-train,لص . أمسكوا به .,حرامي . امسكوة .,يُعد لقتل.
3562,corpus-6-test-corpus-26-test,نحن في انتظار حضور أصدقائنا .,مستنين اصحابنا ييجو .,Nous sommes waiting for a venue.
3572,corpus-6-test-corpus-26-train,من فضلك أعطني بعض النقود الفكة .,من فضلك اديني شوية فكة.,فضلك أضيفي بعض النقود الفكة.
3619,corpus-6-test-corpus-26-test,تموج شعر دائم مشدود من فضلك .,كيرلي جامد، لو سمحت.,يُفضل شعرك جميلًا.
3628,corpus-6-test-corpus-26-train,إنها صغيرة الجسم وذكية .,حجمه صغير و ظريف قوي .,They are tiny bodies.
3638,corpus-6-test-corpus-26-test,ما عرض الأوبرا اليوم ؟,ايه حفلة اوبرا النهاردة؟,Sahara
3640,corpus-6-test-corpus-26-train,مقلي من فضلك .,مقلية، من فضلك .,يُعتبر أحد أفضل عباداتك.
3644,corpus-6-test-corpus-26-train,غسيلي لم يرجع حتى الآن .,غسيلي لسه ما جاش لحد دلوقتي.,غسيلي لم يرجع حتى الآن
3649,corpus-6-test-corpus-26-train,"على فكرة , هل أنت غير مشغول السبت القادم ؟",بالمناسبة، انت فاضي السبت اللي جاي؟,Why did you believe you are busy next week?
3667,corpus-6-test-corpus-26-train,"حسناً ، إذن , ربما سننسجم مع بعضنا .",تمام، وبعدين، ممكن نخرج سوا .,"حسناً، إذن, ربما سننسجم مع بعضنا "
3669,corpus-6-test-corpus-26-train,إنها عاملتني كما لو كنت متسولاُ .,بتعاملني كأني شحات .,لقد كانت هناك مشكلة على هذا الشخص.
3683,corpus-6-test-corpus-26-train,أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟,فهمت، كمان، تقدر تساعدني في مشكلة تانية؟,يمكن أن يساعدك في هذا المشكلة الأخرى?
3685,corpus-6-test-corpus-26-train,هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟,ممكن تحط عدسات النظر ديه جوا نضارة الشمس؟,Yes
3698,corpus-6-test-corpus-26-dev,سآخذ اثنين من هذه .,حأخد اتنين من دول .,يُطلب اثنين من هذه الطريقة.
3705,corpus-6-test-corpus-26-train,يا لها من كلاب ذكية . من أي فصيلة ؟,اد ايه كلب ظريف . صنفه ايه؟,هذه الفصيلة هي مجموعة ذكية.
3721,corpus-6-test-corpus-26-train,وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .,الشوكة وقعت مني . هاتلي شوكة تانية إذا سمحت .,They entered the castle. You could gather one other.
3742,corpus-6-test-corpus-26-train,كان هذا ممتعاً .,ده كان ممتع .,هذا يبدو رائعًا.
3747,corpus-6-test-corpus-26-train,بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .,تمام . إمشي علطول و أحود يمين عند تالت ناصية . حتلاقيه عاليمين .,......... 
3765,corpus-6-test-corpus-26-dev,هل لديكم فيلم شفاف ملون ؟,عندك فيلم كاميرا لصور ملونه؟,Yes
3780,corpus-6-test-corpus-26-train,أتعرف كاثي ؟ إنه عيد ميلادها .,انت عارف كاتي؟ ديه حفلة عيد ميلادها .,تعرف كاثي؟ عيد ميلادها.
3789,corpus-6-test-corpus-26-train,هل لديك لوحة موضوع عليها الألوان ؟,عندك جدول الوان؟,Yes
3792,corpus-6-test-corpus-26-dev,هل يمكنني أن أدفع بشيكات سياحية ؟,ممكن ادفع بشيك سياحي؟,Yes
3806,corpus-6-test-corpus-26-train,"لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟",بس، هو، بني ادم، ازاى اتأكد ان كان ده حقيقي ؟,"لكن, أنت يعرف أنه هذا الشخص الحقيقة؟"
3825,corpus-6-test-corpus-26-train,هل يمكنني شرائها معفاة من الضرائب ؟,ممكن أخده معفي من الضريبة؟,Yes
3829,corpus-6-test-corpus-26-train,لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟,مش قادر احط شنطي تحت الكرسي . ممكن تشيلهوملي عندك، من فضلك؟,أنا لست بحاجة إلى وضع الأمتعة تحت المقعد 
3835,corpus-6-test-corpus-26-train,هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .,ممكن من فضلك تحطلي الشنط ديه في شنطة العربية؟,Yes
3847,corpus-6-test-corpus-26-train,أنا خارج الآن . لذلك سآخذها .,انا خارج دلوقتي، علشان كده حأخده .,أنا خارج الآن.
3856,corpus-6-test-corpus-26-train,من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .,لو سمحت أبعتلي حد علشان الشنط سته و نص .,Please send anyone to the upper corner of the border to get 
3858,corpus-6-test-corpus-26-dev,أريد خريطة لسان فرانسيسكو والمنطقة المحيطة .,عايز خريطة لسان فرانسيسكو و حواليها .,我想 خريطة فرانسيسكو and منطقة المحيطة.
3859,corpus-6-test-corpus-26-train,ما نوع الخبز لديكم ؟,عندك نوع عيش ايه؟,نوع الخبز لديكم؟
3860,corpus-6-test-corpus-26-train,أين المصعد ؟,فين الاسانسير؟,Where is the border?
3861,corpus-6-test-corpus-26-train,هل يوجد أحد يستطيع العزف على البيانو ؟,فيه حد يقدر يلعب عالبيانو؟,Yes
3872,corpus-6-test-corpus-26-test,في أي محطة سأنزل للذهاب إلى مبنى إمباير ستيت ؟,حأنزل في أى محطة علشان أروح أمباير ستيت بيلدينج ؟,Where do you go to the Cairo?
3887,corpus-6-test-corpus-26-test,تبلغ الميزانية أقل من ألف دولار .,ميزانيتي أقل من ألف دولار .,يبلغ ميزانية أقل من ألف دولار.
3892,corpus-6-test-corpus-26-train,شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟,اشكرك، بس ما اظنش اني حأقعد ليلتين . ممكن تحجزلي أوضه بسريرين في الفندق ليوم اتناشر مارس بس؟,"Sorry. However, I don't think you're going to"
3900,corpus-6-test-corpus-26-dev,هل يمكنني حجز غرفة بسريرين تطل على المحيط ؟,ممكن اوضه بسرير كبير بتشوف المحيط؟,Yes
3920,corpus-6-test-corpus-26-train,لم نقرر بعد .,ما اخدناش قرارنا لحد دلوقتي .,لقد انتهيت.
3928,corpus-6-test-corpus-26-train,تعثر صديقي والتوي كاحله .,زميلي اتكعبل و عنده التواء في الانكل .,يُعتبر صديقي وتوي على هذه المنطقة.
3936,corpus-6-test-corpus-26-train,سأجرب بعضاً من الشراب المثلج .,حأجرب أيس كريم فواكة .,أنا سأجرب بعض الشراب المثلج.
3961,corpus-6-test-corpus-26-train,هل يوجد مطعم تايلاندي قريب من هنا ؟,فيه كطاعم تايلاندي قريبة؟,Yes
3972,corpus-6-test-corpus-26-train,إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .,ده بالظبط عند المبنى العالي . فا، أرجع من نفس السكة اللي مشيت فيها، لحد ما تقابل اشارات مرور . و بعدين، أحود شمال .,يرجع ذلك المبنى المرتفع. ثم يرجع نحو
3974,corpus-6-test-corpus-26-train,علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .,لازم الحق طيارة لوس أنجلوس بكرة الصبح بدري .,Please bring a plane to the Isle of Man tomorrow.
3988,corpus-6-test-corpus-26-train,إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .,"و بعد كده أقدر أرشحلك بثقة ""الجولة السياحية لمدينة سان فرانسيسكو"" ديه . ديه حتديك فكرة عامة عن سان فرانسيسكو .","""""""I can't believe that a statue of a statue of"
3991,corpus-6-test-corpus-26-train,أريد الحصول على تأمين .,عايز أعمل بوليصة تأمين .,我想 afford a debt.
3995,corpus-6-test-corpus-26-test,لنستخدم كيس بارد لتخفيف الألم .,خلينا نعمل كمادات باردة علشان نخفف الالم .,يستخدم كيس بارد لتخفيف الألم.
4013,corpus-6-test-corpus-26-train,تريد أن تشتري ثوبا .,عايزة تشتري فستان .,يمكنك بيع ثوبا.
4016,corpus-6-test-corpus-26-train,كم أجرة التاكسي حتى هذا الفندق ؟,أدفع كام لتاكسي يوصلني للفندق ده؟,"90,000"
4017,corpus-6-test-corpus-26-train,أين الحمام ؟,فين الحوض؟,Where is the pool?
4034,corpus-6-test-corpus-26-train,هل يكلفني دخول هذا المبنى أي أموال ؟,يكفني حاجة اني أخش المبنى ده؟,يمكن أن يدخل هذا المبنى ؟
4036,corpus-6-test-corpus-26-train,قم بها بطريقتك .,اعمله بطريقتك .,يمكنك فعله بطريقتك.
4082,corpus-6-test-corpus-26-test,أنا أبحث عن شيء أنيق .,عايزة البس حاجة شيك .,أنا أبحث عن شيء أنيق.
4104,corpus-6-test-corpus-26-train,النافذة محشورة .,الشباك محشور مش عارف احركه .,External External External External External External External External External 
4109,corpus-6-test-corpus-26-dev,على أي جانب من ميدان الاتحاد هي ؟,هو في اى ناحية من يونيون سكوير؟,Where is the summit?
4119,corpus-6-test-corpus-26-train,نصف أوقية من شانيل رقم خمسة من فضلك .,عايزة قزازة نص أوقية من شانيل خمسة، إذا سمحت .,أربعة عشر نقاط على رقم خمسة من فضلك 
4129,corpus-6-test-corpus-26-train,ما رأيك في بعض القهوة ؟,ايه رأيك في شوية قهوة؟,كيف رأيت بعض القهوة؟
4143,corpus-6-test-corpus-26-train,هل أنا بحاجة إلى تذكرة ؟,محتاج اقطع تذكرة؟,Yes
4182,corpus-6-test-corpus-26-train,ما هي تكلفة الخدمة تقريبا ؟,تقريبا حوالي كام تكلفني رسوم الخدمة؟,تكلفة الخدمة تقريبا
4185,corpus-6-test-corpus-26-train,كم المدة التي يستغرقها من هنا ؟,اد ايه وقت من هنا؟,أربعة
4187,corpus-6-test-corpus-26-train,كريمة وسكر ؟,كريمة و سكر ؟,كريمة وسكر؟
4193,corpus-6-test-corpus-26-train,هل ثمة تخفيضات للأعضاء المشاركين ؟,فيه أى خصم للأعضاء؟,Yes
4219,corpus-6-test-corpus-26-train,هل هناك قطار فائق السرعة في التاسعة والنصف ؟,فيه سوبر اكسبريس حيطلع عالساعة تسعة و نص؟,Yes
4221,corpus-6-test-corpus-26-train,دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .,خليني اشيك على زيت الفرامل و الموتور . الموتور شكله غالبا عطلان .,أنا بحاجة إلى إجراء inspections. يبدو أن
4224,corpus-6-test-corpus-26-train,لم يكن خطئي .,ماكنتش غلطتي .,ليس هناك خطة.
4262,corpus-6-test-corpus-26-train,لا كهرباء .,مافيش كهربا .,لا يمكن استخدام هذه الطريقة.
4263,corpus-6-test-corpus-26-train,سوف أبلغ الشرطة بذلك .,حأبلغ ده للشرطة .,سوف أبلغ الشرطة بذلك.
4269,corpus-6-test-corpus-26-train,هل سيحاسب كل واحد منا على مشروباته منفردا ؟,لازم كل واحد يدفع تمن مشروباته؟,Yes
4275,corpus-6-test-corpus-26-train,في أي مكان من ثلاثين حتى خمسين دولارا لليلة .,اى أوضة من تلاتين لخمسن دولار في الليله .,Where is the amount of money between three and six dollars.
4278,corpus-6-test-corpus-26-train,من فضلك ، اصلح هذه .,من فضلك صلحة .,"أنت فضلك, صلح هذه."
4284,corpus-6-test-corpus-26-train,في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .,في ايام رأس السنة . و في المناسبات الخاصة زى خفلات الزفاف، حقلات توزيع الجوايز او الجنازات .,عيد الميلاد. وفي مناسبات خاصة مثل حفلات الز
4285,corpus-6-test-corpus-26-test,المزيد من المستردة ، من فضلك .,مسطرة تاني، من فضلك .,"المزيد من المستردة, فضلك."
4305,corpus-6-test-corpus-26-train,لماذا لا تعطيها هدية ؟,ليه ما اديتهاش هدية؟,كيف لا تعطيها هدية؟
4321,corpus-6-test-corpus-26-test,أي فيلم توصي به ؟,بتشرحلي اى فيلم اتفرج عليه؟,مسلسل عربي
4324,corpus-6-test-corpus-26-test,هاك عشرين دولارا واعطني فكة دولارين من فضلك .,خد عشرين و رجعلي باقي دولارين، من فضلك.,يُعطيك عشرين دولارا ثم أضيفي دولارين
4326,corpus-6-test-corpus-26-train,لقد انتقدتني ضمنا .,خبطتني بالجنب.,لقد رأيت على myself.
4335,corpus-6-test-corpus-26-train,يمكن أن أحضر في الساعة الثانية .,ممكن أعدي عليك عالساعة اتنين .,They can take a few hours.
4341,corpus-6-test-corpus-26-train,هل هذه هي حقائب الرحلة جال صفر واحد ؟,هى الشنط ديه من رحلة جيه إيه إل زيرو واحد؟,Yes
4346,corpus-6-test-corpus-26-train,هذه هي رحلتي الأولى إلى باريس .,ديه اول رحلة ليا لباريس .,هذه هي رحلة الأولى إلى باريس.
4348,corpus-6-test-corpus-26-train,هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟,ممكن تقدر التكلفة قبل ما تبدأ تشتغل فيها؟,Yes
4358,corpus-6-test-corpus-26-train,تعالى ، من فضلك .,ادخل، من فضلك .,أنت أنت ، أنت!
4364,corpus-6-test-corpus-26-test,رحلتنا للتخييم يجب أن تكون ممتعة .,رحلة المشي بتاعتنا لازم تكون مليانه بالمتعة .,رحلتنا للتخييم يجب أن تكون ممتعة.
4365,corpus-6-test-corpus-26-train,متي سنستقل القارب ؟,منين ناخد المركب؟,ينبغي أن يُنتقل القارب؟
4373,corpus-6-test-corpus-26-train,ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .,ماعندناش شنطة تشيل كل ده علشان كده حأحطهم في شنطة بلاستيك كبيرة .,"ليس لدي حقيبة لمثل هذه الكمية, لكن سأ"
4374,corpus-6-test-corpus-26-train,أود لعب التنس .,عايز العب تنس .,لعب التنس.
4375,corpus-6-test-corpus-26-train,يوجد عصير أناناس وبرتقال وطماطم .,فيه عصائر اناناس، برتقان . و أوطة .,لديه عصير الليمون وطماطم.
4377,corpus-6-test-corpus-26-train,الجانب الأيسر من هذه الدور بجوار المصعد .,في الناحية الشمال من الدور ده، جنب الاسانسير .,يُعد طرف الجانب الأيسر من هذا الدور على المصعد
4382,corpus-6-test-corpus-26-test,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,ايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟,They will be presented in the temples of the temples.
4409,corpus-6-test-corpus-26-train,ما رأيك في مشاهدة فيلم آخر ؟,مش أحسنلك تشوف فيلم تاني؟,They loved it
4418,corpus-6-test-corpus-26-train,من فضلك ، بدلي شيك المسافرين إلي نقود .,من فضلك اصرفلي الشيكات السياحية ديه .,"فضلك, يمكن أن يساعدك على نقل طائ"
4432,corpus-6-test-corpus-26-dev,من فضلك ، أريد أن أخذ نفس الدورة غدا .,عايز ا خد نفس التدريب بكرة، إذا سمحت .,Please leave tomorrow tomorrow.
4450,corpus-6-test-corpus-26-train,ربما أعطيك إجابة أفضل من تلك بعد عرضين .,غالبا حأديلك اجابة احسن على سؤالك بعد ما اتفرج.,يعطيك إجابة أفضل من ذلك بعد عرضين.
4451,corpus-6-test-corpus-26-test,أريد هدية بمناسبة الذكرى السنوية .,محتاج هدية لذكرة سنوية .,They want to be a gift for the anniversary of the year.
4464,corpus-6-test-corpus-26-train,ما هي المسرحيات الموسيقية المعروضة حاليا ؟,أى مزيكا بتتعزف دلوقتي؟,They are a very diverse musician.
4475,corpus-6-test-corpus-26-train,هل لديك مرآة ؟,عندك مراية؟,Yes
4478,corpus-6-test-corpus-26-dev,عذرا ، ولكني ضللك طريقي . هل لك أن تساعدني ؟,اعذرني، بس انا تهت . ممكن تساعدني؟,أنا يساعدك.
4479,corpus-6-test-corpus-26-train,سوف آخذ هذه ، من فضلك .,حأخد ده، إذا سمحت .,سوف ينتظر ذلك ، من فضلك.
4497,corpus-6-test-corpus-26-train,لا يمكنك جلب الألعاب النارية إلى كندا .,ماينفعش تستورد لكندا العاب نارية .,Please put the game on the Nordic.
4501,corpus-6-test-corpus-26-train,ما أروع زوجتك من طاهية .,اد ايه مراتك طباخة شاطرة .,زوجتك جميلة.
4503,corpus-6-test-corpus-26-train,هل تريد أي مساعدة ؟,محتاج اى مساعدة؟,Yes
4505,corpus-6-test-corpus-26-train,"هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟",ممكن تحجزلي تاكسي بكرة الصبح الساعة سته، من فضلك؟,هلا حجزت لي تاكسي الساعة السادسة صباح غد.
4510,corpus-6-test-corpus-26-train,ماذا تفضل مع طبقك الرئيسي .,تحب أيه مع الطبق الرئيسي؟,كيف يفضل طبقك الرئيسي.
4540,corpus-6-test-corpus-26-test,هل يوجد بوتيك قريب من هنا ؟,فيه بوتيك قريب من هنا؟,Yes
4549,corpus-6-test-corpus-26-train,هذا المكان مكتظ بالناسب ، أليس كذلك ؟,المكان ده زحمة قوي . كش كده؟,هذا المكان مكتظ بالناسب ، ليس كذلك؟
4558,corpus-6-test-corpus-26-train,عفواً . ستكون جاهزة في غضون خمس دقائق .,متأسف . حيكون جاهز في خلال خمس دقايق .,They're ready to be ready for a few minutes.
